"role","file","source","source_repository","source_commit","source_path","source_sha256","sha256","source_access","provenance_status","note"
"age_length","bet.age_length","input-repos/ofp-sam-bet-2026-exploration/reference-inputs/age-length-variants/bet.2026.regional.0.75.age_length","","c940601","input-repos/ofp-sam-bet-2026-exploration/reference-inputs/age-length-variants/bet.2026.regional.0.75.age_length","83e66c115df9ec2adabea262c650716dc711ad7ca9e1fdb98a5675778ee0ad74","83e66c115df9ec2adabea262c650716dc711ad7ca9e1fdb98a5675778ee0ad74","unverified","unlocked","exact source variant retained"
"doitall","doitall.sh","steps/04-NewStructure/model/doitall.sh","","89f983a","steps/04-NewStructure/model/doitall.sh","def846b3db41fb34a35c34bffc477815edbca275ffe4dc2495899fcac6aaec8f","4f01c1904efd08ef5cb3ed4065fc8451b08485d9a810e75a36bd2622b44e507e","unverified","unlocked","generated from the five-region template with only declared cumulative controls"
"fitted_source","JOB13328","","","","","","","not-public","unresolved","Job13328 fitted-model source metadata is inaccessible without Kflow credentials; do not represent it as public until repository commit path and SHA256 are supplied"
"frq","bet.frq","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-strucure.regional-cpue.wt-as-len-plus-len.frq","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-strucure.regional-cpue.wt-as-len-plus-len.frq","5e2520afef613c563b27ee794c402e192dfdb114edc52c130323fa80ae876152","5e2520afef613c563b27ee794c402e192dfdb114edc52c130323fa80ae876152","unverified","unlocked","copied without year chopping"
"hessian_merge","JOB13432","","","","","","","not-public","unresolved","Job13432 Hessian-merge metadata is inaccessible without Kflow credentials; it is not the Job13328 fitted-model source"
"ini","bet.ini","input-repos/ofp-sam-2026-BET-YFT-build-ini/BET/bet.2026.ini","","386d169","input-repos/ofp-sam-2026-BET-YFT-build-ini/BET/bet.2026.ini","705a9f1a154b7e5f6cb1413b81c08d256dd757ffde55de16cf0dcb821d44b9c1","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","unverified","unlocked","FixM M row applied from the 01-Diag2023 mgc=-5 diagnostic final par; normalized MFCL 1007 tag-control rows for 98 release groups; RRPTTP26 rebuilt the complete RTTP/PTTP/JPTP group, active, initial, target, and penalty matrices from the audited 33-fishery table; set only tag_flags(:,2) to 0"
"ini_reporting_rates","bet.ini","input-repos/ofp-sam-2026-BET-YFT-build-ini/BET/ini.mix-period/bet.2026.mix-0.2.ini","","386d169","input-repos/ofp-sam-2026-BET-YFT-build-ini/BET/ini.mix-period/bet.2026.mix-0.2.ini","b34642025b318cfdb676dffd232727cea27002d05c67bbd681f75c26e25d7174","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","unverified","unlocked","rrpttp26 reporting-rate matrices only"
"reg_scaling","bet.reg_scaling","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","dea4c281f7dc46a7412b7ad2e78906ee57b51b62cf1a18c4609381132bf752ed","5f047ddb4053d1f6df9ace18e85e440b11553de246d024ce8138b427f5f9f7e3","unverified","unlocked","active periods 53-72"
"reg_scaling_full","bet.reg_scaling.full","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.reg_scaling","dea4c281f7dc46a7412b7ad2e78906ee57b51b62cf1a18c4609381132bf752ed","dea4c281f7dc46a7412b7ad2e78906ee57b51b62cf1a18c4609381132bf752ed","unverified","unlocked","complete source matrix retained as a calculation/audit artifact"
"rrpttp26_reporting_audit","bet.ini","config/rrpttp26-reporting-rates.csv","","89f983a","config/rrpttp26-reporting-rates.csv","6d926d0bef79f54a8fc0a573480959b7f91e9f90be1e912068662edfac388db2","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","unverified","unlocked","complete audited 33-fishery RRPTTP26 matrix specification"
"tag","bet.tag","inputs/bet.2026.low.recaps.removed.tag","","89f983a","inputs/bet.2026.low.recaps.removed.tag","b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f","b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f","unverified","unlocked","exact selected tag input; never replaced by an earlier step"
