schema_version,role,name,job_id,repository_url,repository_commit,repository_path,source_sha256,prepared_sha256,public_access,status,expected_values,source_models,note
1,ini_source,NEW_STRUCTURE,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini,efe3107c72774ee73b5e6dc45e44cf51f0fc20e8,BET/bet.2023.new.structure.ini,9fdd9222a3ca50e28486b1af1ced01f9975780ae795056955dcc4f0864aeb110,9fdd9222a3ca50e28486b1af1ced01f9975780ae795056955dcc4f0864aeb110,true,locked,,,SC22-IP10-regionMean five-region source INI for Steps 05-07
1,ini_source,BET2026_BASE,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini,efe3107c72774ee73b5e6dc45e44cf51f0fc20e8,BET/bet.2026.ini,4a31dabf154cec6b1a8511ff2a9a4db857d68099e07e842ae3c45b026f472602,4a31dabf154cec6b1a8511ff2a9a4db857d68099e07e842ae3c45b026f472602,true,locked,,,SC22-IP10-regionMean 2026 INI with the audited reporting-rate matrices
1,ini_source,MIX020,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini,efe3107c72774ee73b5e6dc45e44cf51f0fc20e8,BET/ini.mix-period/bet.2026.mix-0.2.ini,1e8c589854274248efcb8b08cc85b476e718d2f5d985e03873e973181ae11e94,1e8c589854274248efcb8b08cc85b476e718d2f5d985e03873e973181ae11e94,true,locked,,,Joe region-mean K=0.20 release-group mixing periods; reporting-rate matrices match BET2026_BASE
1,tag_source,LOW_RECAPS_REMOVED,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-tag-prep,44f804341a8e1d9b46e8e6c147dee884c476c28d,BET/bet.2026.low.recaps.removed.tag,b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f,b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f,true,locked,,,Exact low-recapture-filtered TAG source
1,frq_source,JOB5319_EFFORT_CREEP,,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,26c74dc6f303faa951b1ab331d7de14ea20b7489,steps/15-DataWeighting/model/bet.frq,d77f97c348409f845f1f0fc801af808d15b6cb119349d1f083308cfc9d4fba8c,d77f97c348409f845f1f0fc801af808d15b6cb119349d1f083308cfc9d4fba8c,true,locked,,,Exact retained effort-crept FRQ anchor
1,regional_scaling,ACTIVE20X5,,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,26c74dc6f303faa951b1ab331d7de14ea20b7489,steps/15-DataWeighting/model/bet.reg_scaling,5f047ddb4053d1f6df9ace18e85e440b11553de246d024ce8138b427f5f9f7e3,5f047ddb4053d1f6df9ace18e85e440b11553de246d024ce8138b427f5f9f7e3,true,locked,,,Exact 20 by 5 active regional-scaling matrix
1,regional_scaling,FULL292X5,,https://github.com/PacificCommunity/ofp-sam-bet-2026-stepwise,26c74dc6f303faa951b1ab331d7de14ea20b7489,steps/15-DataWeighting/model/bet.reg_scaling.full,dea4c281f7dc46a7412b7ad2e78906ee57b51b62cf1a18c4609381132bf752ed,dea4c281f7dc46a7412b7ad2e78906ee57b51b62cf1a18c4609381132bf752ed,true,locked,,,Exact 292 by 5 regional-scaling sensitivity source
1,age_variant,BASE075,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-age-length-build,96a06d21ef3c666f39ce456d3a6818b6c17324c4,BET/bet.2026.age_length,9118e61f99b7aaba097f4aa9f3ea31ab27419cd27a25781340f6263b41b3ec2f,e7f591cb39b08a7b381b5e322331d5a4ca17e30008e8b976ae1b73e9111f655d,true,locked,,,Source body with only the 181-value effective-sample-size row transformed from 1 to 0.75
1,age_variant,REG075,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-age-length-build,96a06d21ef3c666f39ce456d3a6818b6c17324c4,BET/bet.2026.regional.0.75.age_length,83e66c115df9ec2adabea262c650716dc711ad7ca9e1fdb98a5675778ee0ad74,83e66c115df9ec2adabea262c650716dc711ad7ca9e1fdb98a5675778ee0ad74,true,locked,,,Exact regional 0.75 age-length variant
1,age_variant,REG100,,https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-age-length-build,96a06d21ef3c666f39ce456d3a6818b6c17324c4,BET/bet.2026.regional.1.age_length,381f3098fb4e7fc3496f89c4ce538442472e445200812a03ca5ec3f68b4ce5bb,381f3098fb4e7fc3496f89c4ce538442472e445200812a03ca5ec3f68b4ce5bb,true,locked,,,Exact regional 1.00 age-length variant
